query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species
GCA_001794935.1	GCA_018239815.1	mid	d__Bacteria	d__Bacteria	p__Chlamydiota	p__Chlamydiota	g__O2-12-FULL-49-9	g__SZAS-3	s__O2-12-FULL-49-9 sp001794935	s__SZAS-3 sp018239815
GCA_016185065.1	GCA_013813265.1	mid	d__Bacteria	d__Bacteria	p__Chlamydiota	p__Chlamydiota	g__Ga0074140	g__JACCRY01	s__Ga0074140 sp016185065	s__JACCRY01 sp013813265
GCA_003164155.1	GCA_013815395.1	mid	d__Bacteria	d__Bacteria	p__Chlamydiota	p__Chlamydiota	g__BOG-1457	g__JACDGH01	s__BOG-1457 sp003164155	s__JACDGH01 sp013815395
GCA_003022005.1	GCA_018432765.1	mid	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__QS-5-70-15	g__SD8	s__QS-5-70-15 sp003022005	s__SD8 sp018432765
GCF_004102725.1	GCA_013178225.1	mid	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Methanoculleus_A	g__JABLXE01	s__Methanoculleus_A taiwanensis	s__JABLXE01 sp013178225
GCA_002067095.1	GCF_001011115.1	mid	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Methanolinea_A	g__Halanaeroarchaeum	s__Methanolinea_A sp002067095	s__Halanaeroarchaeum sulfurireducens
GCA_001766825.1	GCA_003157895.1	mid	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Syntropharchaeum	g__Methanoregula	s__Syntropharchaeum butanivorans	s__Methanoregula sp003157895
GCA_012026835.1	GCF_000739555.1	mid	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Methanoperedens	g__Halolamina	s__Methanoperedens sp012026835	s__Halolamina rubra
GCA_015489295.1	GCA_004375965.1	mid	d__Bacteria	d__Bacteria	p__WOR-3	p__WOR-3	g__WGAB01	g__SOIS01	s__WGAB01 sp015489295	s__SOIS01 sp004375965
GCA_016930175.1	GCA_001771735.1	mid	d__Bacteria	d__Bacteria	p__WOR-3	p__WOR-3	g__JAFGHJ01	g__RBG-13-43-14	s__JAFGHJ01 sp016930175	s__RBG-13-43-14 sp001771735
GCA_002441125.1	GCA_016934635.1	mid	d__Bacteria	d__Bacteria	p__WOR-3	p__WOR-3	g__32-111	g__B3-TA06	s__32-111 sp002441125	s__B3-TA06 sp016934635
GCA_016208615.1	GCA_015486655.1	mid	d__Bacteria	d__Bacteria	p__WOR-3	p__WOR-3	g__JACQXS01	g__QNBC01	s__JACQXS01 sp016208615	s__QNBC01 sp015486655
GCA_016208615.1	GCA_014729665.1	mid	d__Bacteria	d__Bacteria	p__WOR-3	p__WOR-3	g__JACQXS01	g__B3-TA06	s__JACQXS01 sp016208615	s__B3-TA06 sp014729665
GCA_002085035.1	GCA_011040895.1	mid	d__Bacteria	d__Bacteria	p__JdFR-76	p__JdFR-76	g__4484-219	g__DREG01	s__4484-219 sp002085035	s__DREG01 sp011040895
GCA_002085035.1	GCA_002011685.1	mid	d__Bacteria	d__Bacteria	p__JdFR-76	p__JdFR-76	g__4484-219	g__JdFR-76	s__4484-219 sp002085035	s__JdFR-76 sp002011685
GCA_011040895.1	GCA_002011685.1	mid	d__Bacteria	d__Bacteria	p__JdFR-76	p__JdFR-76	g__DREG01	g__JdFR-76	s__DREG01 sp011040895	s__JdFR-76 sp002011685
GCA_014728125.1	GCA_016867725.1	mid	d__Bacteria	d__Bacteria	p__VGIX01	p__VGIX01	g__WJMD01	g__VGIX01	s__WJMD01 sp014728125	s__VGIX01 sp016867725
GCA_014728245.1	GCA_016867725.1	mid	d__Bacteria	d__Bacteria	p__VGIX01	p__VGIX01	g__WJLY01	g__VGIX01	s__WJLY01 sp014728245	s__VGIX01 sp016867725
GCA_013153205.1	GCA_015494645.1	mid	d__Bacteria	d__Bacteria	p__Thermosulfidibacterota	p__Thermosulfidibacterota	g__JAADEW01	g__Thermosulfidibacter	s__JAADEW01 sp013153205	s__Thermosulfidibacter sp015494645
GCA_015486105.1	GCA_003648675.1	mid	d__Bacteria	d__Bacteria	p__Thermosulfidibacterota	p__Thermosulfidibacterota	g__WFSI01	g__B14-G1	s__WFSI01 sp015486105	s__B14-G1 sp003648675
GCA_015486105.1	GCA_013153205.1	mid	d__Bacteria	d__Bacteria	p__Thermosulfidibacterota	p__Thermosulfidibacterota	g__WFSI01	g__JAADEW01	s__WFSI01 sp015486105	s__JAADEW01 sp013153205
GCA_015494645.1	GCA_015486015.1	mid	d__Bacteria	d__Bacteria	p__Thermosulfidibacterota	p__Thermosulfidibacterota	g__Thermosulfidibacter	g__WFSI01	s__Thermosulfidibacter sp015494645	s__WFSI01 sp015486015
GCA_015486015.1	GCA_013153205.1	mid	d__Bacteria	d__Bacteria	p__Thermosulfidibacterota	p__Thermosulfidibacterota	g__WFSI01	g__JAADEW01	s__WFSI01 sp015486015	s__JAADEW01 sp013153205
GCA_001771585.1	GCA_016223245.1	mid	d__Bacteria	d__Bacteria	p__Margulisbacteria	p__Margulisbacteria	g__XYC2-FULL-46-14	g__JACRPL01	s__XYC2-FULL-46-14 sp001771585	s__JACRPL01 sp016223245
GCA_002433595.1	GCA_003242895.1	mid	d__Bacteria	d__Bacteria	p__Margulisbacteria	p__Margulisbacteria	g__UBA6595	g__GWF2-39-127	s__UBA6595 sp002433595	s__GWF2-39-127 sp003242895
GCA_902558105.1	GCA_002690645.1	mid	d__Bacteria	d__Bacteria	p__Margulisbacteria	p__Margulisbacteria	g__CACECR01	g__GCA-2690645	s__CACECR01 sp902558105	s__GCA-2690645 sp002690645
GCA_002433595.1	GCA_001771545.1	mid	d__Bacteria	d__Bacteria	p__Margulisbacteria	p__Margulisbacteria	g__UBA6595	g__XYD2-FULL-41-8	s__UBA6595 sp002433595	s__XYD2-FULL-41-8 sp001771545
GCA_018814265.1	GCA_902558105.1	mid	d__Bacteria	d__Bacteria	p__Margulisbacteria	p__Margulisbacteria	g__JAHIZU01	g__CACECR01	s__JAHIZU01 sp018814265	s__CACECR01 sp902558105
GCA_003641555.1	GCA_015486145.1	mid	d__Bacteria	d__Bacteria	p__Thermotogota	p__Thermotogota	g__B3-G13	g__WFSH01	s__B3-G13 sp003641555	s__WFSH01 sp015486145
GCA_015486145.1	GCA_002084985.1	mid	d__Bacteria	d__Bacteria	p__Thermotogota	p__Thermotogota	g__WFSH01	g__4484-232	s__WFSH01 sp015486145	s__4484-232 sp002084985
GCA_003641545.1	GCA_015489065.1	mid	d__Bacteria	d__Bacteria	p__Thermotogota	p__Thermotogota	g__B21-G9	g__WGAO01	s__B21-G9 sp003641545	s__WGAO01 sp015489065
GCA_003444085.1	GCF_001990485.1	mid	d__Bacteria	d__Bacteria	p__Thermotogota	p__Thermotogota	g__UBA9910	g__Thermosipho	s__UBA9910 sp003444085	s__Thermosipho affectus
GCA_002071085.1	GCF_000784835.1	mid	d__Bacteria	d__Bacteria	p__Thermotogota	p__Thermotogota	g__MWEM01	g__Thermotoga	s__MWEM01 sp002071085	s__Thermotoga sp000784835
GCA_016867715.1	GCA_013002425.1	mid	d__Bacteria	d__Bacteria	p__JABDJQ01	p__JABDJQ01	g__VGIW01	g__JABDJQ01	s__VGIW01 sp016867715	s__JABDJQ01 sp013002425
GCA_016930695.1	GCA_016867715.1	mid	d__Bacteria	d__Bacteria	p__JABDJQ01	p__JABDJQ01	g__JAFGGD01	g__VGIW01	s__JAFGGD01 sp016930695	s__VGIW01 sp016867715
GCA_017694875.1	GCA_012031335.1	mid	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Gallipaludibacter	g__JAAUTT01	s__Gallipaludibacter merdavium	s__JAAUTT01 sp012031335
GCA_014190535.1	GCA_003731685.1	mid	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__BJGO01	g__Naka2016	s__BJGO01 sp014190535	s__Naka2016 sp003731685
GCA_016788605.1	GCF_000279145.1	mid	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__JAEUSO01	g__Melioribacter	s__JAEUSO01 sp016788605	s__Melioribacter roseus
GCA_013042715.1	GCA_003560165.1	mid	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Site-B15	g__PWJC01	s__Site-B15 sp013042715	s__PWJC01 sp003560165
GCA_004299085.1	GCA_018224645.1	mid	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__FW021-bin31	g__JAGTVG01	s__FW021-bin31 sp004299085	s__JAGTVG01 sp018224645
GCF_014202425.1	GCF_000576575.1	mid	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Phytomonospora	g__Intrasporangium_A	s__Phytomonospora endophytica	s__Intrasporangium_A chromatireducens
GCA_016716635.1	GCF_014874065.1	mid	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__JADJVZ01	g__Nesterenkonia	s__JADJVZ01 sp016716635	s__Nesterenkonia halotolerans
GCA_007133465.1	GCA_012719335.1	mid	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__SLMP01	g__JAAYAO01	s__SLMP01 sp007133465	s__JAAYAO01 sp012719335
GCF_000413315.1	GCA_013695835.1	mid	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Brooklawnia	g__JACCZU01	s__Brooklawnia sp000413315	s__JACCZU01 sp013695835
GCA_016178435.1	GCF_001428025.1	mid	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__JACOTK01	g__Pedococcus	s__JACOTK01 sp016178435	s__Pedococcus sp001428025
GCA_018059165.1	GCF_001517915.1	mid	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__Fusobacteriota	g__JAGOYM01	g__Oceanivirga	s__JAGOYM01 sp018059165	s__Oceanivirga salmonicida
GCF_900167275.1	GCA_018059165.1	mid	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__Fusobacteriota	g__Cetobacterium	g__JAGOYM01	s__Cetobacterium ceti	s__JAGOYM01 sp018059165
GCA_018058425.1	GCF_001517835.1	mid	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__Fusobacteriota	g__Sebaldella	g__Caviibacter	s__Sebaldella sp018058425	s__Caviibacter abscessus
GCF_004365575.1	GCA_002084825.1	mid	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__Fusobacteriota	g__Hypnocyclicus	g__Psychrilyobacter	s__Hypnocyclicus thermotrophus	s__Psychrilyobacter sp002084825
GCA_018060185.1	GCA_018058425.1	mid	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__Fusobacteriota	g__JAGOWQ01	g__Sebaldella	s__JAGOWQ01 sp018060185	s__Sebaldella sp018058425
GCA_001790645.1	GCA_016219965.1	mid	d__Bacteria	d__Bacteria	p__Schekmanbacteria	p__Schekmanbacteria	g__GWA2-38-11	g__JACRJM01	s__GWA2-38-11 sp001790645	s__JACRJM01 sp016219965
GCA_003695725.1	GCA_016219965.1	mid	d__Bacteria	d__Bacteria	p__Schekmanbacteria	p__Schekmanbacteria	g__J061	g__JACRJM01	s__J061 sp003695725	s__JACRJM01 sp016219965
GCA_003695725.1	GCA_001790855.1	mid	d__Bacteria	d__Bacteria	p__Schekmanbacteria	p__Schekmanbacteria	g__J061	g__2-02-FULL-38-14-A	s__J061 sp003695725	s__2-02-FULL-38-14-A sp001790855
GCA_001790855.1	GCA_016219965.1	mid	d__Bacteria	d__Bacteria	p__Schekmanbacteria	p__Schekmanbacteria	g__2-02-FULL-38-14-A	g__JACRJM01	s__2-02-FULL-38-14-A sp001790855	s__JACRJM01 sp016219965
GCA_015522765.1	GCA_016185555.1	mid	d__Archaea	d__Archaea	p__Nanoarchaeota	p__Nanoarchaeota	g__WALR01	g__JACPNI01	s__WALR01 sp015522765	s__JACPNI01 sp016185555
GCA_017610445.1	GCA_018221125.1	mid	d__Archaea	d__Archaea	p__Nanoarchaeota	p__Nanoarchaeota	g__JAFCCB01	g__JAAOYC01	s__JAFCCB01 sp017610445	s__JAAOYC01 sp018221125
GCA_013202955.1	GCA_003563585.1	mid	d__Archaea	d__Archaea	p__Nanoarchaeota	p__Nanoarchaeota	g__JABMPP01	g__CSSed11-243R1	s__JABMPP01 sp013202955	s__CSSed11-243R1 sp003563585
GCA_013331935.1	GCA_018898425.1	mid	d__Archaea	d__Archaea	p__Nanoarchaeota	p__Nanoarchaeota	g__UBA10117	g__JAHIHG01	s__UBA10117 sp10117u	s__JAHIHG01 sp018898425
GCA_013152815.1	GCA_016211185.1	mid	d__Archaea	d__Archaea	p__Nanoarchaeota	p__Nanoarchaeota	g__JAADFO01	g__JACQST01	s__JAADFO01 sp013152815	s__JACQST01 sp016211185
GCA_003167475.1	GCA_018000835.1	mid	d__Bacteria	d__Bacteria	p__Goldbacteria	p__Goldbacteria	g__PALSA-1178	g__DSYL01	s__PALSA-1178 sp003167475	s__DSYL01 sp018000835
GCA_011049465.1	GCA_003167475.1	mid	d__Bacteria	d__Bacteria	p__Goldbacteria	p__Goldbacteria	g__DSBP01	g__PALSA-1178	s__DSBP01 sp011049465	s__PALSA-1178 sp003167475
GCA_011049465.1	GCA_903837445.1	mid	d__Bacteria	d__Bacteria	p__Goldbacteria	p__Goldbacteria	g__DSBP01	g__CAILUR01	s__DSBP01 sp011049465	s__CAILUR01 sp903837445
GCA_002839855.1	GCA_003159495.1	mid	d__Bacteria	d__Bacteria	p__Goldbacteria	p__Goldbacteria	g__PGYV01	g__Bog-1181	s__PGYV01 sp002839855	s__Bog-1181 sp003159495
GCA_015661585.1	GCA_013154335.1	mid	d__Archaea	d__Archaea	p__Methanobacteriota_A	p__Methanobacteriota_A	g__Methanofervidicoccus	g__Methanopyrus	s__Methanofervidicoccus okinawensis_D	s__Methanopyrus sp013154335
GCF_000376965.1	GCF_000007185.1	mid	d__Archaea	d__Archaea	p__Methanobacteriota_A	p__Methanobacteriota_A	g__Methanothermococcus	g__Methanopyrus	s__Methanothermococcus thermolithotrophicus	s__Methanopyrus kandleri
GCF_000214415.1	GCF_000024625.1	mid	d__Archaea	d__Archaea	p__Methanobacteriota_A	p__Methanobacteriota_A	g__Methanotorris	g__Methanocaldococcus	s__Methanotorris igneus	s__Methanocaldococcus vulcanius
GCF_000007185.1	GCF_000092305.1	mid	d__Archaea	d__Archaea	p__Methanobacteriota_A	p__Methanobacteriota_A	g__Methanopyrus	g__Methanocaldococcus_A	s__Methanopyrus kandleri	s__Methanocaldococcus_A infernus
GCF_000243455.1	GCF_000007185.1	mid	d__Archaea	d__Archaea	p__Methanobacteriota_A	p__Methanobacteriota_A	g__Methanotorris	g__Methanopyrus	s__Methanotorris formicicus	s__Methanopyrus kandleri
GCA_015493505.1	GCA_016214985.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota_C	p__Desulfobacterota_C	g__S145-22	g__JACRMM01	s__S145-22 sp015493505	s__JACRMM01 sp016214985
GCA_016214985.1	GCF_000526155.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota_C	p__Desulfobacterota_C	g__JACRMM01	g__Deferrisoma	s__JACRMM01 sp016214985	s__Deferrisoma camini
GCA_002869005.1	GCA_013153415.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota_C	p__Desulfobacterota_C	g__BM512	g__JAADEO01	s__BM512 sp002869005	s__JAADEO01 sp013153415
GCA_002869015.1	GCA_016214985.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota_C	p__Desulfobacterota_C	g__BM512	g__JACRMM01	s__BM512 sp002869015	s__JACRMM01 sp016214985
GCA_016214985.1	GCA_016933675.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota_C	p__Desulfobacterota_C	g__JACRMM01	g__JAFGAM01	s__JACRMM01 sp016214985	s__JAFGAM01 sp016933675
GCA_012520575.1	GCA_002383355.1	mid	d__Bacteria	d__Bacteria	p__Atribacterota	p__Atribacterota	g__JAAYOB01	g__UBA4082	s__JAAYOB01 sp012520575	s__UBA4082 sp002383355
GCA_013314795.1	GCA_018056825.1	mid	d__Bacteria	d__Bacteria	p__Atribacterota	p__Atribacterota	g__JABUEZ01	g__UBA3950	s__JABUEZ01 sp013314795	s__UBA3950 sp018056825
GCA_003513845.1	GCA_000353875.1	mid	d__Bacteria	d__Bacteria	p__Atribacterota	p__Atribacterota	g__UBA9904	g__Caldatribacterium	s__UBA9904 sp003513845	s__Caldatribacterium californiense_A
GCA_007128145.1	GCA_013314795.1	mid	d__Bacteria	d__Bacteria	p__Atribacterota	p__Atribacterota	g__SKXZ01	g__JABUEZ01	s__SKXZ01 sp007128145	s__JABUEZ01 sp013314795
GCA_014359405.1	GCA_016934875.1	mid	d__Bacteria	d__Bacteria	p__Atribacterota	p__Atribacterota	g__Caldatribacterium	g__JAFGSC01	s__Caldatribacterium sp014359405	s__JAFGSC01 sp016934875
GCA_003818595.1	GCA_002327255.1	mid	d__Bacteria	d__Bacteria	p__KSB1	p__KSB1	g__RPQV01	g__UBA2214	s__RPQV01 sp003818595	s__UBA2214 sp002327255
GCA_015485525.1	GCA_002327255.1	mid	d__Bacteria	d__Bacteria	p__KSB1	p__KSB1	g__DRLW01	g__UBA2214	s__DRLW01 sp015485525	s__UBA2214 sp002327255
GCA_013152715.1	GCA_016931775.1	mid	d__Bacteria	d__Bacteria	p__KSB1	p__KSB1	g__4484-87	g__JAFGEC01	s__4484-87 sp013152715	s__JAFGEC01 sp016931775
GCA_002327255.1	GCA_015491485.1	mid	d__Bacteria	d__Bacteria	p__KSB1	p__KSB1	g__UBA2214	g__WFVT01	s__UBA2214 sp002327255	s__WFVT01 sp015491485
GCA_016783825.1	GCA_012523655.1	mid	d__Bacteria	d__Bacteria	p__KSB1	p__KSB1	g__BS750m-G10	g__JAAYTV01	s__BS750m-G10 sp016783825	s__JAAYTV01 sp012523655
GCA_004376575.1	GCA_001303705.1	mid	d__Bacteria	d__Bacteria	p__TA06	p__TA06	g__E44-bin18	g__SM1-40	s__E44-bin18 sp004376575	s__SM1-40 sp001303705
GCA_018304505.1	GCA_003558235.1	mid	d__Archaea	d__Archaea	p__B1Sed10-29	p__B1Sed10-29	g__JAGVWA01	g__CSSED10-269	s__JAGVWA01 sp018304505	s__CSSED10-269 sp003558235
GCA_015522495.1	GCA_003558235.1	mid	d__Archaea	d__Archaea	p__B1Sed10-29	p__B1Sed10-29	g__WAMD01	g__CSSED10-269	s__WAMD01 sp015522495	s__CSSED10-269 sp003558235
GCA_016939415.1	GCA_015522495.1	mid	d__Archaea	d__Archaea	p__B1Sed10-29	p__B1Sed10-29	g__JAFGGZ01	g__WAMD01	s__JAFGGZ01 sp016939415	s__WAMD01 sp015522495
GCA_018304505.1	GCA_015522495.1	mid	d__Archaea	d__Archaea	p__B1Sed10-29	p__B1Sed10-29	g__JAGVWA01	g__WAMD01	s__JAGVWA01 sp018304505	s__WAMD01 sp015522495
GCA_002685755.1	GCA_002377645.1	mid	d__Bacteria	d__Bacteria	p__UBA8248	p__UBA8248	g__UBA8248	g__UBA3496	s__UBA8248 sp002685755	s__UBA3496 sp002377645
GCA_016190025.1	GCA_001790955.1	mid	d__Bacteria	d__Bacteria	p__UBA8248	p__UBA8248	g__JACPRG01	g__2-12-FULL-69-37	s__JACPRG01 sp016190025	s__2-12-FULL-69-37 sp001790955
GCA_009839615.1	GCA_018669005.1	mid	d__Bacteria	d__Bacteria	p__UBA8248	p__UBA8248	g__Bin107	g__UBA8248	s__Bin107 sp009839615	s__UBA8248 sp018669005
GCA_016190025.1	GCA_011523725.1	mid	d__Bacteria	d__Bacteria	p__UBA8248	p__UBA8248	g__JACPRG01	g__Bin107	s__JACPRG01 sp016190025	s__Bin107 sp011523725
GCA_018829445.1	GCA_018645005.1	mid	d__Bacteria	d__Bacteria	p__SAR324	p__SAR324	g__JAHJTV01	g__JAHJRI01	s__JAHJTV01 sp018829445	s__JAHJRI01 sp018645005
GCA_015232315.1	GCA_018829445.1	mid	d__Bacteria	d__Bacteria	p__SAR324	p__SAR324	g__JADFZZ01	g__JAHJTV01	s__JADFZZ01 sp015232315	s__JAHJTV01 sp018829445
GCA_015232315.1	GCA_002683785.1	mid	d__Bacteria	d__Bacteria	p__SAR324	p__SAR324	g__JADFZZ01	g__UBA1014	s__JADFZZ01 sp015232315	s__UBA1014 sp002683785
GCA_018829445.1	GCA_015231825.1	mid	d__Bacteria	d__Bacteria	p__SAR324	p__SAR324	g__JAHJTV01	g__JADGAV01	s__JAHJTV01 sp018829445	s__JADGAV01 sp015231825
GCA_002716165.1	GCA_016204605.1	mid	d__Bacteria	d__Bacteria	p__SAR324	p__SAR324	g__Arctic96AD-7	g__JACQKK01	s__Arctic96AD-7 sp002716165	s__JACQKK01 sp016204605
GCA_003229755.1	GCA_016937135.1	mid	d__Bacteria	d__Bacteria	p__BMS3Abin14	p__BMS3Abin14	g__SZUA-178	g__JAFGWO01	s__SZUA-178 sp003229755	s__JAFGWO01 sp016937135
GCA_016937135.1	GCA_002897695.1	mid	d__Bacteria	d__Bacteria	p__BMS3Abin14	p__BMS3Abin14	g__JAFGWO01	g__BMS3ABIN14	s__JAFGWO01 sp016937135	s__BMS3ABIN14 sp002897695
GCA_003228585.1	GCA_016937135.1	mid	d__Bacteria	d__Bacteria	p__BMS3Abin14	p__BMS3Abin14	g__SZUA-204	g__JAFGWO01	s__SZUA-204 sp003228585	s__JAFGWO01 sp016937135
GCA_002897695.1	GCA_003229755.1	mid	d__Bacteria	d__Bacteria	p__BMS3Abin14	p__BMS3Abin14	g__BMS3ABIN14	g__SZUA-178	s__BMS3ABIN14 sp002897695	s__SZUA-178 sp003229755
GCF_014203025.1	GCF_000177635.2	mid	d__Bacteria	d__Bacteria	p__Chrysiogenota	p__Chrysiogenota	g__Desulfurispira	g__Desulfurispirillum	s__Desulfurispira natronophila	s__Desulfurispirillum indicum
GCA_004195035.1	GCA_004195025.1	mid	d__Bacteria	d__Bacteria	p__SZUA-79	p__SZUA-79	g__Acidulodesulfobacterium	g__Acididesulfobacter	s__Acidulodesulfobacterium ferriphilum	s__Acididesulfobacter diazotrophicus
GCA_003230535.1	GCA_016235675.1	mid	d__Bacteria	d__Bacteria	p__SZUA-182	p__SZUA-182	g__SZUA-191	g__JACRJN01	s__SZUA-191 sp003230535	s__JACRJN01 sp016235675
GCA_003230635.1	GCA_016934595.1	mid	d__Bacteria	d__Bacteria	p__SZUA-182	p__SZUA-182	g__SZUA-182	g__JAFGSM01	s__SZUA-182 sp003230635	s__JAFGSM01 sp016934595
GCA_016934595.1	GCA_016235675.1	mid	d__Bacteria	d__Bacteria	p__SZUA-182	p__SZUA-182	g__JAFGSM01	g__JACRJN01	s__JAFGSM01 sp016934595	s__JACRJN01 sp016235675
GCA_003230635.1	GCA_003230535.1	mid	d__Bacteria	d__Bacteria	p__SZUA-182	p__SZUA-182	g__SZUA-182	g__SZUA-191	s__SZUA-182 sp003230635	s__SZUA-191 sp003230535
GCA_003649085.1	GCA_002254665.1	mid	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__B66-G16	g__EX4484-58	s__B66-G16 sp003649085	s__EX4484-58 sp002254665
GCA_009845545.1	GCF_004349245.1	low	d__Bacteria	d__Bacteria	p__Poribacteria	p__Actinobacteriota	g__WGA-3G	g__Spirillospora	s__WGA-3G sp009845545	s__Spirillospora sp004349245
GCA_016938065.1	GCA_002292025.1	low	d__Bacteria	d__Bacteria	p__Desulfobacterota_C	p__Firmicutes_H	g__DSCM01	g__UBA994	s__DSCM01 sp016938065	s__UBA994 sp002292025
GCA_004375695.1	GCA_015486015.1	low	d__Archaea	d__Bacteria	p__Hadarchaeota	p__Thermosulfidibacterota	g__DG-33	g__WFSI01	s__DG-33 sp004375695	s__WFSI01 sp015486015
GCA_016192135.1	GCA_017993055.1	low	d__Bacteria	d__Bacteria	p__UBA8248	p__Armatimonadota	g__2-12-FULL-69-37	g__JAGONM01	s__2-12-FULL-69-37 sp016192135	s__JAGONM01 sp017993055
GCA_011388305.1	GCA_016933315.1	low	d__Bacteria	d__Bacteria	p__UBP14	p__UBA6266	g__UBA6098	g__UBA6266	s__UBA6098 sp011388305	s__UBA6266 sp016933315
GCF_001949125.1	GCA_009841265.1	low	d__Bacteria	d__Bacteria	p__Deinococcota	p__JAAXHH01	g__Deinococcus	g__JAAXHH01	s__Deinococcus marmoris_A	s__JAAXHH01 sp009841265
GCA_016194335.1	GCF_014203025.1	low	d__Archaea	d__Bacteria	p__Micrarchaeota	p__Chrysiogenota	g__JACQBR01	g__Desulfurispira	s__JACQBR01 sp016194335	s__Desulfurispira natronophila
GCA_017161655.1	GCA_014360495.1	low	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__JACIXR01	g__DRVG01	g__JACIXR01	s__DRVG01 sp017161655	s__JACIXR01 sp014360495
GCA_011523725.1	GCA_019116905.1	low	d__Bacteria	d__Bacteria	p__UBA8248	p__Deferribacterota	g__Bin107	g__Mucispirillum	s__Bin107 sp011523725	s__Mucispirillum faecigallinarum
GCA_007132905.1	GCA_003696125.1	low	d__Bacteria	d__Bacteria	p__SLNR01	p__Tectomicrobia	g__SLNR01	g__J063	s__SLNR01 sp007132905	s__J063 sp003696125
GCA_001304225.1	GCA_003327425.1	low	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Riflebacteria	g__SM1-73	g__Ozemobacter	s__SM1-73 sp001304225	s__Ozemobacter sibiricus
GCA_007571365.1	GCA_018435605.1	low	d__Bacteria	d__Bacteria	p__Latescibacterota	p__Aureabacteria	g__GCA-2724215	g__R3-B46	s__GCA-2724215 sp007571365	s__R3-B46 sp018435605
GCA_018821925.1	GCA_013151735.1	low	d__Bacteria	d__Bacteria	p__Edwardsbacteria	p__JdFR-76	g__UBA2226	g__BMS3Abin05	s__UBA2226 sp018821925	s__BMS3Abin05 sp013151735
GCA_002478245.1	GCA_001774505.1	low	d__Bacteria	d__Bacteria	p__UBP18	p__RBG-13-66-14	g__UBA7526	g__RBG-13-66-14	s__UBA7526 sp002478245	s__RBG-13-66-14 sp001774505
GCA_001730085.1	GCA_018831195.1	low	d__Bacteria	d__Bacteria	p__GCA-001730085	p__Eisenbacteria	g__GCA-001730085	g__JAHJDP01	s__GCA-001730085 sp001730085	s__JAHJDP01 sp018831195
GCA_011049955.1	GCA_016176845.1	low	d__Bacteria	d__Bacteria	p__UBP18	p__Nitrospinota_B	g__DRGV01	g__JACOWJ01	s__DRGV01 sp011049955	s__JACOWJ01 sp016176845
GCA_001778375.1	GCA_002780705.1	low	d__Bacteria	d__Bacteria	p__Firestonebacteria	p__CG03	g__D2-FULL-39-29	g__CG03	s__D2-FULL-39-29 sp001778375	s__CG03 sp002780705
GCA_003170555.1	GCA_002748705.1	low	d__Bacteria	d__Bacteria	p__FEN-1099	p__Fermentibacterota	g__FEN-1099	g__Sabulitectum	s__FEN-1099 sp003170555	s__Sabulitectum sp002748705
GCA_003644925.1	GCA_014801735.1	low	d__Bacteria	d__Bacteria	p__Fermentibacterota	p__Bacteroidota	g__Aegiribacteria	g__Paramuribaculum	s__Aegiribacteria sp003644925	s__Paramuribaculum sp014801735
GCA_016867715.1	GCA_002424645.1	low	d__Bacteria	d__Bacteria	p__JABDJQ01	p__Desulfobacterota	g__VGIW01	g__Syntrophotalea	s__VGIW01 sp016867715	s__Syntrophotalea sp002424645
GCA_002450755.1	GCA_013288105.1	low	d__Bacteria	d__Bacteria	p__Myxococcota_A	p__Chlamydiota	g__UBA6930	g__JABDCM01	s__UBA6930 sp002450755	s__JABDCM01 sp013288105
