pairid	q_acc	r_acc	stratum	genus	species
GCF_000369485.1__GCF_008980925.1	GCF_000369485.1	GCF_008980925.1	97-100	g__Acinetobacter	s__Acinetobacter dispersus
GCF_000369545.1__GCF_008980925.1	GCF_000369545.1	GCF_008980925.1	97-100	g__Acinetobacter	s__Acinetobacter dispersus
GCF_003947175.1__GCF_015356275.1	GCF_003947175.1	GCF_015356275.1	97-100	g__Pseudoalteromonas	s__Pseudoalteromonas rubra_D
GCA_903822265.1__GCA_903879655.1	GCA_903822265.1	GCA_903879655.1	97-100	g__CAIYUN01	s__CAIYUN01 sp903872425
GCF_002151115.1__GCF_011801245.1	GCF_002151115.1	GCF_011801245.1	97-100	g__Clavibacter	s__Clavibacter capsici
GCF_000785165.1__GCF_011801245.1	GCF_000785165.1	GCF_011801245.1	97-100	g__Clavibacter	s__Clavibacter capsici
GCA_011801225.1__GCF_011801245.1	GCA_011801225.1	GCF_011801245.1	97-100	g__Clavibacter	s__Clavibacter capsici
GCA_002341435.1__GCF_007747015.1	GCA_002341435.1	GCF_007747015.1	97-100	g__Gimesia	s__Gimesia maris
GCF_000181475.1__GCF_009720545.1	GCF_000181475.1	GCF_009720545.1	97-100	g__Gimesia	s__Gimesia maris
GCA_002341435.1__GCF_007746295.1	GCA_002341435.1	GCF_007746295.1	97-100	g__Gimesia	s__Gimesia maris
GCA_902763265.1__GCA_902776485.1	GCA_902763265.1	GCA_902776485.1	97-100	g__RF16	s__RF16 sp902785605
GCA_902763265.1__GCA_902798175.1	GCA_902763265.1	GCA_902798175.1	97-100	g__RF16	s__RF16 sp902785605
GCA_902776485.1__GCA_902798175.1	GCA_902776485.1	GCA_902798175.1	97-100	g__RF16	s__RF16 sp902785605
GCA_018666415.1__GCA_905480455.1	GCA_018666415.1	GCA_905480455.1	97-100	g__Pontimonas	s__Pontimonas sp017852615
GCA_017857365.1__GCA_018664285.1	GCA_017857365.1	GCA_018664285.1	97-100	g__Pontimonas	s__Pontimonas sp017852615
GCA_018664285.1__GCA_018666415.1	GCA_018664285.1	GCA_018666415.1	97-100	g__Pontimonas	s__Pontimonas sp017852615
GCF_000239355.1__GCF_902388165.1	GCF_000239355.1	GCF_902388165.1	97-100	g__Cardiobacterium	s__Cardiobacterium valvarum
GCA_018648355.1__GCA_018666605.1	GCA_018648355.1	GCA_018666605.1	97-100	g__JABHEG01	s__JABHEG01 sp018676675
GCA_018648355.1__GCA_018694235.1	GCA_018648355.1	GCA_018694235.1	97-100	g__JABHEG01	s__JABHEG01 sp018676675
GCA_018666605.1__GCA_018694235.1	GCA_018666605.1	GCA_018694235.1	97-100	g__JABHEG01	s__JABHEG01 sp018676675
GCF_002088855.1__GCF_002142265.1	GCF_002088855.1	GCF_002142265.1	97-100	g__Gilliamella	s__Gilliamella apicola
GCF_002088815.1__GCF_003202815.1	GCF_002088815.1	GCF_003202815.1	97-100	g__Gilliamella	s__Gilliamella apicola
GCF_002142285.1__GCF_002142345.1	GCF_002142285.1	GCF_002142345.1	97-100	g__Gilliamella	s__Gilliamella apicola
GCA_003561545.1__GCA_003564695.1	GCA_003561545.1	GCA_003564695.1	97-100	g__CSSed10-48	s__CSSed10-48 sp003556805
GCF_000294695.2__GCF_017876035.1	GCF_000294695.2	GCF_017876035.1	97-100	g__Paenarthrobacter	s__Paenarthrobacter aurescens_A
GCA_018895855.1__GCA_018898335.1	GCA_018895855.1	GCA_018898335.1	97-100	g__JAHILH01	s__JAHILH01 sp018897195
GCA_018895855.1__GCA_018902835.1	GCA_018895855.1	GCA_018902835.1	97-100	g__JAHILH01	s__JAHILH01 sp018897195
GCA_018898335.1__GCA_018902835.1	GCA_018898335.1	GCA_018902835.1	97-100	g__JAHILH01	s__JAHILH01 sp018897195
GCA_004768385.1__GCA_004768435.1	GCA_004768385.1	GCA_004768435.1	97-100	g__Aphanocapsa_A	s__Aphanocapsa_A feldmannii
GCF_017368515.1__GCF_017368575.1	GCF_017368515.1	GCF_017368575.1	97-100	g__Staphylococcus	s__Staphylococcus simiae_A
GCF_017368495.1__GCF_017368555.1	GCF_017368495.1	GCF_017368555.1	97-100	g__Staphylococcus	s__Staphylococcus simiae_A
GCF_017368495.1__GCF_017368515.1	GCF_017368495.1	GCF_017368515.1	97-100	g__Staphylococcus	s__Staphylococcus simiae_A
GCF_001667745.1__GCF_001672685.1	GCF_001667745.1	GCF_001672685.1	97-100	g__Mycobacterium	s__Mycobacterium sp001666755
GCF_000803195.1__GCF_003049805.1	GCF_000803195.1	GCF_003049805.1	97-100	g__Dickeya	s__Dickeya fangzhongdai
GCF_000406205.1__GCF_009873225.1	GCF_000406205.1	GCF_009873225.1	97-100	g__Dickeya	s__Dickeya fangzhongdai
GCF_000758345.1__GCF_014854775.1	GCF_000758345.1	GCF_014854775.1	97-100	g__Dickeya	s__Dickeya fangzhongdai
GCA_003281865.1__GCA_902530585.1	GCA_003281865.1	GCA_902530585.1	97-100	g__AG-430-B22	s__AG-430-B22 sp902533755
GCA_017397255.1__GCA_017415205.1	GCA_017397255.1	GCA_017415205.1	97-100	g__HGM04593	s__HGM04593 sp015060835
GCA_017508945.1__GCA_017530685.1	GCA_017508945.1	GCA_017530685.1	97-100	g__UBA71	s__UBA71 sp015063165
GCA_016290485.1__GCA_017530685.1	GCA_016290485.1	GCA_017530685.1	97-100	g__UBA71	s__UBA71 sp015063165
GCA_017509655.1__GCA_017530685.1	GCA_017509655.1	GCA_017530685.1	97-100	g__UBA71	s__UBA71 sp015063165
GCA_017454505.1__GCA_905234315.1	GCA_017454505.1	GCA_905234315.1	97-100	g__Quinella	s__Quinella sp905236725
GCF_005503115.1__GCF_014529845.1	GCF_005503115.1	GCF_014529845.1	97-100	g__Ralstonia	s__Ralstonia sp001078575
GCA_013152425.1__GCF_014141945.1	GCA_013152425.1	GCF_014141945.1	97-100	g__Ralstonia	s__Ralstonia sp001078575
GCF_014141905.1__GCF_014141945.1	GCF_014141905.1	GCF_014141945.1	97-100	g__Ralstonia	s__Ralstonia sp001078575
GCA_004376705.1__GCA_019057855.1	GCA_004376705.1	GCA_019057855.1	97-100	g__Loki-b32	s__Loki-b32 sp005223125
GCA_017545885.1__GCA_017624615.1	GCA_017545885.1	GCA_017624615.1	97-100	g__UBA1740	s__UBA1740 sp017621415
GCA_000751675.1__GCA_902375295.1	GCA_000751675.1	GCA_902375295.1	97-100	g__Clostridium_J	s__Clostridium_J sp000821305
GCA_003762755.1__GCA_009775475.1	GCA_003762755.1	GCA_009775475.1	97-100	g__Duncaniella	s__Duncaniella muris
GCA_003979385.1__GCF_004803935.1	GCA_003979385.1	GCF_004803935.1	97-100	g__Duncaniella	s__Duncaniella muris
GCA_003762805.1__GCA_009775475.1	GCA_003762805.1	GCA_009775475.1	97-100	g__Duncaniella	s__Duncaniella muris
GCA_904374525.1__GCA_904419415.1	GCA_904374525.1	GCA_904419415.1	97-100	g__Fusicatenibacter	s__Fusicatenibacter merdavium
GCF_001573875.1__GCF_010692705.1	GCF_001573875.1	GCF_010692705.1	97-100	g__Clostridium_J	s__Clostridium_J senegalense
GCF_001573875.1__GCF_902374755.1	GCF_001573875.1	GCF_902374755.1	97-100	g__Clostridium_J	s__Clostridium_J senegalense
GCF_001573875.1__GCF_018916625.1	GCF_001573875.1	GCF_018916625.1	97-100	g__Clostridium_J	s__Clostridium_J senegalense
GCA_005768775.1__GCA_018367315.1	GCA_005768775.1	GCA_018367315.1	97-100	g__Gemella	s__Gemella haemolysans_B
GCA_005768775.1__GCA_905369865.1	GCA_005768775.1	GCA_905369865.1	97-100	g__Gemella	s__Gemella haemolysans_B
GCA_018367315.1__GCA_905369865.1	GCA_018367315.1	GCA_905369865.1	97-100	g__Gemella	s__Gemella haemolysans_B
GCA_018648885.1__GCA_018653345.1	GCA_018648885.1	GCA_018653345.1	97-100	g__JABHLN01	s__JABHLN01 sp018693105
GCA_018648885.1__GCA_018676775.1	GCA_018648885.1	GCA_018676775.1	97-100	g__JABHLN01	s__JABHLN01 sp018693105
GCA_018653345.1__GCA_018676775.1	GCA_018653345.1	GCA_018676775.1	97-100	g__JABHLN01	s__JABHLN01 sp018693105
GCA_018366475.1__GCA_902377415.1	GCA_018366475.1	GCA_902377415.1	97-100	g__Megasphaera	s__Megasphaera massiliensis
GCA_018374935.1__GCA_018379525.1	GCA_018374935.1	GCA_018379525.1	97-100	g__Megasphaera	s__Megasphaera massiliensis
GCA_018379525.1__GCA_900539745.1	GCA_018379525.1	GCA_900539745.1	97-100	g__Megasphaera	s__Megasphaera massiliensis
GCA_015660395.1__GCA_910595855.1	GCA_015660395.1	GCA_910595855.1	97-100	g__Thioglobus	s__Thioglobus sp012963715
GCA_012959215.1__GCA_012964205.1	GCA_012959215.1	GCA_012964205.1	97-100	g__Thioglobus	s__Thioglobus sp012963715
GCA_012964205.1__GCA_015660395.1	GCA_012964205.1	GCA_015660395.1	97-100	g__Thioglobus	s__Thioglobus sp012963715
GCF_000526895.1__GCF_902728075.1	GCF_000526895.1	GCF_902728075.1	97-100	g__Bartonella	s__Bartonella doshiae
GCF_000526895.1__GCF_900445535.1	GCF_000526895.1	GCF_900445535.1	97-100	g__Bartonella	s__Bartonella doshiae
GCF_014201435.1__GCF_902728055.1	GCF_014201435.1	GCF_902728055.1	97-100	g__Bartonella	s__Bartonella doshiae
GCA_902554565.1__GCA_902570835.1	GCA_902554565.1	GCA_902570835.1	97-100	g__Pelagibacter	s__Pelagibacter sp902533445
GCF_016882075.1__GCF_018440865.1	GCF_016882075.1	GCF_018440865.1	97-100	g__Listeria	s__Listeria innocua
GCA_903166535.1__GCF_000773035.1	GCA_903166535.1	GCF_000773035.1	97-100	g__Listeria	s__Listeria innocua
GCF_014223385.1__GCF_016881825.1	GCF_014223385.1	GCF_016881825.1	97-100	g__Listeria	s__Listeria innocua
GCA_017552555.1__GCA_017615775.1	GCA_017552555.1	GCA_017615775.1	97-100	g__RUG11977	s__RUG11977 sp017427685
GCA_001792065.1__GCA_001792375.1	GCA_001792065.1	GCA_001792375.1	97-100	g__HO2-FULL-38-9	s__HO2-FULL-38-9 sp001793095
GCA_001792065.1__GCA_001792575.1	GCA_001792065.1	GCA_001792575.1	97-100	g__HO2-FULL-38-9	s__HO2-FULL-38-9 sp001793095
GCA_001792375.1__GCA_001792575.1	GCA_001792375.1	GCA_001792575.1	97-100	g__HO2-FULL-38-9	s__HO2-FULL-38-9 sp001793095
GCA_900765505.1__GCA_905213535.1	GCA_900765505.1	GCA_905213535.1	97-100	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp900541915
GCA_003556585.1__GCA_003561415.1	GCA_003556585.1	GCA_003561415.1	97-100	g__T3Sed10-66	s__T3Sed10-66 sp003564555
GCA_003556585.1__GCA_003564555.1	GCA_003556585.1	GCA_003564555.1	97-100	g__T3Sed10-66	s__T3Sed10-66 sp003564555
GCA_003561415.1__GCA_003564555.1	GCA_003561415.1	GCA_003564555.1	97-100	g__T3Sed10-66	s__T3Sed10-66 sp003564555
GCA_002491085.1__GCA_002493585.1	GCA_002491085.1	GCA_002493585.1	97-100	g__UBA3263	s__UBA3263 sp001689615
GCA_002361915.1__GCA_002490745.1	GCA_002361915.1	GCA_002490745.1	97-100	g__UBA3263	s__UBA3263 sp001689615
GCA_002491865.1__GCA_910584515.1	GCA_002491865.1	GCA_910584515.1	97-100	g__UBA3263	s__UBA3263 sp001689615
GCA_007120115.1__GCA_007127115.1	GCA_007120115.1	GCA_007127115.1	97-100	g__SLMP01	s__SLMP01 sp007133465
GCF_004769745.1__GCF_004770835.1	GCF_004769745.1	GCF_004770835.1	97-100	g__Leptospira_B	s__Leptospira_B selangorensis
GCA_015659065.1__GCA_015664875.1	GCA_015659065.1	GCA_015664875.1	97-100	g__Casp-alpha2	s__Casp-alpha2 sp002938075
GCA_900554055.1__GCA_905211945.1	GCA_900554055.1	GCA_905211945.1	97-100	g__CAG-269	s__CAG-269 sp001916005
GCA_004552825.1__GCA_014866545.1	GCA_004552825.1	GCA_014866545.1	97-100	g__UBA11524	s__UBA11524 sp000437595
GCA_008667845.1__GCA_008667945.1	GCA_008667845.1	GCA_008667945.1	97-100	g__UBA11524	s__UBA11524 sp000437595
GCA_008668375.1__GCA_014866525.1	GCA_008668375.1	GCA_014866525.1	97-100	g__UBA11524	s__UBA11524 sp000437595
GCF_900452545.1__GCF_900639855.1	GCF_900452545.1	GCF_900639855.1	97-100	g__Legionella	s__Legionella gratiana
GCA_017387765.1__GCA_017389205.1	GCA_017387765.1	GCA_017389205.1	97-100	g__Enterocola	s__Enterocola sp900316125
GCA_016288455.1__GCA_017392725.1	GCA_016288455.1	GCA_017392725.1	97-100	g__Enterocola	s__Enterocola sp900316125
GCA_016288455.1__GCA_017389205.1	GCA_016288455.1	GCA_017389205.1	97-100	g__Enterocola	s__Enterocola sp900316125
GCA_900550435.1__GCF_018917285.1	GCA_900550435.1	GCF_018917285.1	97-100	g__Tissierella	s__Tissierella carlieri
GCF_001889125.1__GCF_014217915.1	GCF_001889125.1	GCF_014217915.1	97-100	g__Janibacter	s__Janibacter indicus
GCF_001889125.1__GCF_014883915.1	GCF_001889125.1	GCF_014883915.1	97-100	g__Janibacter	s__Janibacter indicus
GCF_014217915.1__GCF_014883915.1	GCF_014217915.1	GCF_014883915.1	97-100	g__Janibacter	s__Janibacter indicus
GCF_002313185.2__GCF_018917625.1	GCF_002313185.2	GCF_018917625.1	97-100	g__Pantoea	s__Pantoea septica
GCA_002333025.1__GCA_002477715.1	GCA_002333025.1	GCA_002477715.1	97-100	g__Pantoea	s__Pantoea septica
GCA_002332665.1__GCF_018917625.1	GCA_002332665.1	GCF_018917625.1	97-100	g__Pantoea	s__Pantoea septica
GCA_013043175.1__GCA_018679895.1	GCA_013043175.1	GCA_018679895.1	97-100	g__Muriicola	s__Muriicola sp013042255
GCA_013042345.1__GCA_018679745.1	GCA_013042345.1	GCA_018679745.1	97-100	g__Muriicola	s__Muriicola sp013042255
GCA_013001085.1__GCA_018679745.1	GCA_013001085.1	GCA_018679745.1	97-100	g__Muriicola	s__Muriicola sp013042255
GCA_002372155.1__GCF_000621945.1	GCA_002372155.1	GCF_000621945.1	97-100	g__Lachnospira	s__Lachnospira multipara_A
GCF_000282675.1__GCF_013450275.1	GCF_000282675.1	GCF_013450275.1	97-100	g__Pantoea	s__Pantoea sp001187905
GCF_000833915.1__GCF_002989205.1	GCF_000833915.1	GCF_002989205.1	97-100	g__Haemophilus	s__Haemophilus influenzae
GCF_000012185.1__GCF_900408185.1	GCF_000012185.1	GCF_900408185.1	97-100	g__Haemophilus	s__Haemophilus influenzae
GCF_001184645.1__GCF_003414885.1	GCF_001184645.1	GCF_003414885.1	97-100	g__Haemophilus	s__Haemophilus influenzae
GCA_018829725.1__GCA_018899275.1	GCA_018829725.1	GCA_018899275.1	97-100	g__CG03	s__CG03 sp013791745
GCA_018829725.1__GCA_018901505.1	GCA_018829725.1	GCA_018901505.1	97-100	g__CG03	s__CG03 sp013791745
GCA_018899275.1__GCA_018901505.1	GCA_018899275.1	GCA_018901505.1	97-100	g__CG03	s__CG03 sp013791745
GCA_016893405.2__GCF_016834575.1	GCA_016893405.2	GCF_016834575.1	97-100	g__Streptomyces	s__Streptomyces pseudogriseolus
GCA_016893405.2__GCF_000342345.1	GCA_016893405.2	GCF_000342345.1	97-100	g__Streptomyces	s__Streptomyces pseudogriseolus
GCF_000719785.1__GCF_016834575.1	GCF_000719785.1	GCF_016834575.1	97-100	g__Streptomyces	s__Streptomyces pseudogriseolus
GCA_003385575.1__GCA_003385625.1	GCA_003385575.1	GCA_003385625.1	97-100	g__QQUY01	s__QQUY01 sp003385635
GCA_003385575.1__GCA_003389245.1	GCA_003385575.1	GCA_003389245.1	97-100	g__QQUY01	s__QQUY01 sp003385635
GCA_003385625.1__GCA_003389245.1	GCA_003385625.1	GCA_003389245.1	97-100	g__QQUY01	s__QQUY01 sp003385635
GCF_001050495.1__GCF_902385745.1	GCF_001050495.1	GCF_902385745.1	97-100	g__Microvirga	s__Microvirga massiliensis
GCF_015477305.1__GCF_015478245.1	GCF_015477305.1	GCF_015478245.1	97-100	g__Nocardia	s__Nocardia abscessus
GCF_013839485.1__GCF_015477305.1	GCF_013839485.1	GCF_015477305.1	97-100	g__Nocardia	s__Nocardia abscessus
GCF_015477435.1__GCF_015478245.1	GCF_015477435.1	GCF_015478245.1	97-100	g__Nocardia	s__Nocardia abscessus
GCF_004352805.1__GCF_005774755.1	GCF_004352805.1	GCF_005774755.1	97-100	g__Nonomuraea	s__Nonomuraea longispora
GCF_004352805.1__GCF_009908215.1	GCF_004352805.1	GCF_009908215.1	97-100	g__Nonomuraea	s__Nonomuraea longispora
GCF_005774755.1__GCF_009908215.1	GCF_005774755.1	GCF_009908215.1	97-100	g__Nonomuraea	s__Nonomuraea longispora
GCA_002168455.2__GCA_002295295.1	GCA_002168455.2	GCA_002295295.1	97-100	g__MedAcidi-G3	s__MedAcidi-G3 sp000817105
GCA_002335965.1__GCA_002479915.1	GCA_002335965.1	GCA_002479915.1	97-100	g__MedAcidi-G3	s__MedAcidi-G3 sp000817105
GCA_002359785.1__GCA_002702085.1	GCA_002359785.1	GCA_002702085.1	97-100	g__MedAcidi-G3	s__MedAcidi-G3 sp000817105
GCA_018372155.1__GCF_009725145.1	GCA_018372155.1	GCF_009725145.1	97-100	g__Paenibacillus_A	s__Paenibacillus_A macerans
GCA_018372155.1__GCF_018403165.1	GCA_018372155.1	GCF_018403165.1	97-100	g__Paenibacillus_A	s__Paenibacillus_A macerans
GCA_018372155.1__GCF_003864435.1	GCA_018372155.1	GCF_003864435.1	97-100	g__Paenibacillus_A	s__Paenibacillus_A macerans
GCA_016705185.1__GCA_016708405.1	GCA_016705185.1	GCA_016708405.1	97-100	g__UBA10438	s__UBA10438 sp002426145
GCA_016708405.1__GCA_016719845.1	GCA_016708405.1	GCA_016719845.1	97-100	g__UBA10438	s__UBA10438 sp002426145
GCA_016703055.1__GCA_017994455.1	GCA_016703055.1	GCA_017994455.1	97-100	g__UBA10438	s__UBA10438 sp002426145
GCA_900757895.1__GCA_905199735.1	GCA_900757895.1	GCA_905199735.1	97-100	g__Metalachnospira	s__Metalachnospira sp900548595
GCA_018383065.1__GCA_900757895.1	GCA_018383065.1	GCA_900757895.1	97-100	g__Metalachnospira	s__Metalachnospira sp900548595
GCA_018383065.1__GCA_905199735.1	GCA_018383065.1	GCA_905199735.1	97-100	g__Metalachnospira	s__Metalachnospira sp900548595
GCA_017524245.1__GCA_902781295.1	GCA_017524245.1	GCA_902781295.1	97-100	g__Prevotella	s__Prevotella sp002372575
GCA_015490915.1__GCA_015492595.1	GCA_015490915.1	GCA_015492595.1	97-100	g__WFVA01	s__WFVA01 sp015491895
GCA_900540355.1__GCA_900759275.1	GCA_900540355.1	GCA_900759275.1	97-100	g__Intestinibacter	s__Intestinibacter sp900540355
GCA_900540355.1__GCA_905206035.1	GCA_900540355.1	GCA_905206035.1	97-100	g__Intestinibacter	s__Intestinibacter sp900540355
GCA_900759275.1__GCA_905206035.1	GCA_900759275.1	GCA_905206035.1	97-100	g__Intestinibacter	s__Intestinibacter sp900540355
GCA_018715145.1__GCA_904397225.1	GCA_018715145.1	GCA_904397225.1	97-100	g__Onthocola_B	s__Onthocola_B stercorigallinarum
GCA_018715145.1__GCA_905203225.1	GCA_018715145.1	GCA_905203225.1	97-100	g__Onthocola_B	s__Onthocola_B stercorigallinarum
GCA_904397225.1__GCA_905203225.1	GCA_904397225.1	GCA_905203225.1	97-100	g__Onthocola_B	s__Onthocola_B stercorigallinarum
GCF_000750195.1__GCF_001941605.1	GCF_000750195.1	GCF_001941605.1	97-100	g__Cellulophaga	s__Cellulophaga lytica
GCF_000750195.1__GCF_007827205.1	GCF_000750195.1	GCF_007827205.1	97-100	g__Cellulophaga	s__Cellulophaga lytica
GCF_000568425.1__GCF_001941605.1	GCF_000568425.1	GCF_001941605.1	97-100	g__Cellulophaga	s__Cellulophaga lytica
GCA_016717845.1__GCA_018000175.1	GCA_016717845.1	GCA_018000175.1	97-100	g__JAGNKE01	s__JAGNKE01 sp018000295
GCA_016717845.1__GCA_018002605.1	GCA_016717845.1	GCA_018002605.1	97-100	g__JAGNKE01	s__JAGNKE01 sp018000295
GCA_018000175.1__GCA_018002605.1	GCA_018000175.1	GCA_018002605.1	97-100	g__JAGNKE01	s__JAGNKE01 sp018000295
GCA_902757695.1__GCA_902787195.1	GCA_902757695.1	GCA_902787195.1	97-100	g__F23-D06	s__F23-D06 sp900319925
GCA_017540975.1__GCA_902792745.1	GCA_017540975.1	GCA_902792745.1	97-100	g__F23-D06	s__F23-D06 sp900319925
GCA_902771665.1__GCA_902792745.1	GCA_902771665.1	GCA_902792745.1	97-100	g__F23-D06	s__F23-D06 sp900319925
GCA_903874075.1__GCA_903908655.1	GCA_903874075.1	GCA_903908655.1	97-100	g__CAIPMZ01	s__CAIPMZ01 sp903866285
GCF_003578785.1__GCF_004569575.1	GCF_003578785.1	GCF_004569575.1	97-100	g__Staphylococcus	s__Staphylococcus xylosus_B
GCF_004569575.1__GCF_902362245.1	GCF_004569575.1	GCF_902362245.1	97-100	g__Staphylococcus	s__Staphylococcus xylosus_B
GCF_003578925.1__GCF_015235375.1	GCF_003578925.1	GCF_015235375.1	97-100	g__Staphylococcus	s__Staphylococcus xylosus_B
GCA_905187805.1__GCA_905215005.1	GCA_905187805.1	GCA_905215005.1	97-100	g__Collinsella	s__Collinsella sp900541875
GCF_002763625.1__GCF_002763815.1	GCF_002763625.1	GCF_002763815.1	97-100	g__Fusobacterium	s__Fusobacterium pseudoperiodonticum
GCF_002763595.1__GCF_002763815.1	GCF_002763595.1	GCF_002763815.1	97-100	g__Fusobacterium	s__Fusobacterium pseudoperiodonticum
GCF_002761935.1__GCF_002763735.1	GCF_002761935.1	GCF_002763735.1	97-100	g__Fusobacterium	s__Fusobacterium pseudoperiodonticum
GCA_017992035.1__GCA_018059965.1	GCA_017992035.1	GCA_018059965.1	97-100	g__Veillonella_A	s__Veillonella_A sp900765165
GCA_017992035.1__GCA_905199485.1	GCA_017992035.1	GCA_905199485.1	97-100	g__Veillonella_A	s__Veillonella_A sp900765165
GCA_018059965.1__GCA_905199485.1	GCA_018059965.1	GCA_905199485.1	97-100	g__Veillonella_A	s__Veillonella_A sp900765165
GCF_001272985.1__GCF_002896635.1	GCF_001272985.1	GCF_002896635.1	97-100	g__Bacillus_A	s__Bacillus_A anthracis
GCF_000783055.1__GCF_002007035.1	GCF_000783055.1	GCF_002007035.1	97-100	g__Bacillus_A	s__Bacillus_A anthracis
GCF_012273335.1__GCF_016757895.1	GCF_012273335.1	GCF_016757895.1	97-100	g__Bacillus_A	s__Bacillus_A anthracis
GCA_902758475.1__GCA_902773745.1	GCA_902758475.1	GCA_902773745.1	97-100	g__Prevotella	s__Prevotella sp900315035
GCA_018657695.1__GCA_018662995.1	GCA_018657695.1	GCA_018662995.1	97-100	g__GCA-002718515	s__GCA-002718515 sp018701395
GCA_018657695.1__GCA_018701195.1	GCA_018657695.1	GCA_018701195.1	97-100	g__GCA-002718515	s__GCA-002718515 sp018701395
GCA_018662995.1__GCA_018701195.1	GCA_018662995.1	GCA_018701195.1	97-100	g__GCA-002718515	s__GCA-002718515 sp018701395
GCA_017851575.1__GCA_017852015.1	GCA_017851575.1	GCA_017852015.1	97-100	g__RFYP01	s__RFYP01 sp017852395
GCA_017851575.1__GCA_017853135.1	GCA_017851575.1	GCA_017853135.1	97-100	g__RFYP01	s__RFYP01 sp017852395
GCA_017852015.1__GCA_017853135.1	GCA_017852015.1	GCA_017853135.1	97-100	g__RFYP01	s__RFYP01 sp017852395
GCF_001431365.1__GCF_003254095.1	GCF_001431365.1	GCF_003254095.1	97-100	g__Salegentibacter	s__Salegentibacter mishustinae
GCF_001431365.1__GCF_014651335.1	GCF_001431365.1	GCF_014651335.1	97-100	g__Salegentibacter	s__Salegentibacter mishustinae
GCF_003254095.1__GCF_014651335.1	GCF_003254095.1	GCF_014651335.1	97-100	g__Salegentibacter	s__Salegentibacter mishustinae
GCA_002786095.1__GCF_900640075.1	GCA_002786095.1	GCF_900640075.1	97-100	g__Tatlockia	s__Tatlockia drozanskii
GCA_007117925.1__GCA_007133755.1	GCA_007117925.1	GCA_007133755.1	97-100	g__SKUL01	s__SKUL01 sp007129985
GCF_002836645.1__GCF_014145805.1	GCF_002836645.1	GCF_014145805.1	97-100	g__Stenotrophomonas	s__Stenotrophomonas sp002836635
GCF_000834105.1__GCF_014836545.1	GCF_000834105.1	GCF_014836545.1	97-100	g__Stenotrophomonas	s__Stenotrophomonas sp002836635
GCF_002836675.1__GCF_014841975.1	GCF_002836675.1	GCF_014841975.1	97-100	g__Stenotrophomonas	s__Stenotrophomonas sp002836635
GCA_002398185.1__GCA_002410745.1	GCA_002398185.1	GCA_002410745.1	97-100	g__UBA4844	s__UBA4844 sp002424365
GCA_002398185.1__GCA_002424445.1	GCA_002398185.1	GCA_002424445.1	97-100	g__UBA4844	s__UBA4844 sp002424365
GCA_002410745.1__GCA_002424445.1	GCA_002410745.1	GCA_002424445.1	97-100	g__UBA4844	s__UBA4844 sp002424365
GCF_001869395.1__GCF_900518835.1	GCF_001869395.1	GCF_900518835.1	97-100	g__Oenococcus	s__Oenococcus oeni
GCF_001869365.1__GCF_900518825.1	GCF_001869365.1	GCF_900518825.1	97-100	g__Oenococcus	s__Oenococcus oeni
GCF_000725025.1__GCF_001869505.1	GCF_000725025.1	GCF_001869505.1	97-100	g__Oenococcus	s__Oenococcus oeni
GCF_000428085.1__GCF_001752515.1	GCF_000428085.1	GCF_001752515.1	97-100	g__Oenococcus	s__Oenococcus kitaharae
GCF_000428085.1__GCF_001752545.1	GCF_000428085.1	GCF_001752545.1	97-100	g__Oenococcus	s__Oenococcus kitaharae
GCF_001752515.1__GCF_001752545.1	GCF_001752515.1	GCF_001752545.1	97-100	g__Oenococcus	s__Oenococcus kitaharae
GCA_016778585.1__GCA_016780305.1	GCA_016778585.1	GCA_016780305.1	97-100	g__MED-G14	s__MED-G14 sp002457715
GCA_001626545.1__GCF_017744235.1	GCA_001626545.1	GCF_017744235.1	97-100	g__Qipengyuania	s__Qipengyuania sp001635685
