query	reference	band	group	band_by_ani	query_path	ref_path
GCF_004339575.1	GCA_003978805.1	0.85-0.9	p__Aquificota	0.8607	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004339575.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003978805.1.fna
GCA_015490195.1	GCA_015488335.1	0.85-0.9	p__Aquificota	0.8939	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015490195.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015488335.1.fna
GCF_000213785.1	GCA_002878215.1	0.85-0.9	p__Aquificota	0.8905	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000213785.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002878215.1.fna
GCA_903951425.1	GCA_903885605.1	0.85-0.9	p__Armatimonadota	0.8855	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903951425.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903885605.1.fna
GCA_018056145.1	GCA_013314775.1	0.85-0.9	p__Armatimonadota	0.8755	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018056145.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013314775.1.fna
GCA_018335335.1	GCA_014730275.1	0.85-0.9	p__Asgardarchaeota	0.8951	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018335335.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014730275.1.fna
GCA_013375355.1	GCA_019058315.1	0.85-0.9	p__Asgardarchaeota	0.8546	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013375355.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_019058315.1.fna
GCA_001563335.1	GCA_002825515.1	0.85-0.9	p__Asgardarchaeota	0.8520	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001563335.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002825515.1.fna
GCA_013138615.1	GCA_018238375.1	0.85-0.9	p__Asgardarchaeota	0.8928	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013138615.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018238375.1.fna
GCA_003451675.1	GCA_002849045.2	0.85-0.9	p__Atribacterota	0.8920	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003451675.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002849045.2.fna
GCA_012517635.1	GCA_012517485.1	0.85-0.9	p__Atribacterota	0.8925	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012517635.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012517485.1.fna
GCA_002084865.1	GCA_003451675.1	0.85-0.9	p__Atribacterota	0.8747	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002084865.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003451675.1.fna
GCF_015775515.1	GCA_012517485.1	0.85-0.9	p__Atribacterota	0.8556	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_015775515.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012517485.1.fna
GCA_003542295.1	GCA_012517485.1	0.85-0.9	p__Atribacterota	0.8563	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003542295.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012517485.1.fna
GCA_002849045.2	GCA_014894735.1	0.85-0.9	p__Atribacterota	0.8722	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002849045.2.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014894735.1.fna
GCF_000382125.1	GCA_013042925.1	0.85-0.9	p__Bacteroidota	0.8811	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000382125.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013042925.1.fna
GCA_013334855.1	GCF_001747405.1	0.85-0.9	p__Bacteroidota	0.8701	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013334855.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001747405.1.fna
GCA_002786785.1	GCA_018818165.1	0.85-0.9	p__Bacteroidota	0.8739	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002786785.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018818165.1.fna
GCA_012798745.1	GCA_002305015.1	0.85-0.9	p__Bacteroidota	0.8663	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012798745.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002305015.1.fna
GCA_002440745.1	GCA_016937295.1	0.85-0.9	p__Bacteroidota	0.8527	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002440745.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016937295.1.fna
GCA_013298805.1	GCF_003148625.1	0.85-0.9	p__Bacteroidota	0.8531	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013298805.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003148625.1.fna
GCA_902519955.1	GCA_902629505.1	0.85-0.9	p__Bacteroidota	0.8531	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902519955.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902629505.1.fna
GCA_003331875.1	GCA_902609185.1	0.85-0.9	p__Bacteroidota	0.8998	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003331875.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902609185.1.fna
GCA_002728855.1	GCA_002702405.1	0.85-0.9	p__Bacteroidota	0.8556	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002728855.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002702405.1.fna
GCA_009937085.1	GCA_003331305.1	0.85-0.9	p__Bacteroidota	0.8796	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009937085.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003331305.1.fna
GCA_002842575.1	GCA_001873105.1	0.85-0.9	p__Bacteroidota	0.8630	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002842575.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001873105.1.fna
GCA_002451695.1	GCA_002437495.1	0.85-0.9	p__Bacteroidota	0.8650	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002451695.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002437495.1.fna
GCF_003574965.1	GCF_001483135.1	0.85-0.9	p__Bacteroidota	0.8853	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003574965.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001483135.1.fna
GCA_018608485.1	GCA_905479435.1	0.85-0.9	p__Bacteroidota	0.8515	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018608485.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_905479435.1.fna
GCA_003447535.1	GCA_002862745.1	0.85-0.9	p__Bacteroidota	0.8843	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003447535.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002862745.1.fna
GCA_001487125.1	GCA_900543425.1	0.85-0.9	p__Bacteroidota	0.8751	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001487125.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_900543425.1.fna
GCA_903958625.1	GCA_903861125.1	0.85-0.9	p__Bacteroidota	0.8723	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903958625.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903861125.1.fna
GCA_902635965.1	GCA_902595825.1	0.85-0.9	p__Bacteroidota	0.8768	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902635965.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902595825.1.fna
GCA_002709185.1	GCA_002690085.1	0.85-0.9	p__Bacteroidota	0.8972	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002709185.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002690085.1.fna
GCA_902533655.1	GCA_002716345.1	0.85-0.9	p__Bacteroidota	0.8990	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902533655.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002716345.1.fna
GCA_002364085.1	GCA_017643645.1	0.85-0.9	p__Bacteroidota	0.8747	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002364085.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017643645.1.fna
GCF_003730015.1	GCA_002345565.1	0.85-0.9	p__Bacteroidota	0.8598	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003730015.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002345565.1.fna
GCA_017409345.1	GCA_015060975.1	0.85-0.9	p__Bacteroidota	0.8584	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017409345.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015060975.1.fna
GCF_003201775.1	GCF_018860365.1	0.85-0.9	p__Bacteroidota	0.8754	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003201775.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_018860365.1.fna
GCF_000426725.1	GCA_017745095.1	0.85-0.9	p__Bacteroidota	0.8928	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000426725.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017745095.1.fna
GCF_011090385.1	GCF_011250515.1	0.85-0.9	p__Bacteroidota	0.8799	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_011090385.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_011250515.1.fna
GCA_018335795.1	GCA_002839825.1	0.85-0.9	p__Bacteroidota	0.8629	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018335795.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002839825.1.fna
GCA_905233625.1	GCA_017964255.1	0.85-0.9	p__Bacteroidota	0.8574	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_905233625.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017964255.1.fna
GCA_011049175.1	GCA_011042635.1	0.85-0.9	p__Bacteroidota	0.8997	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011049175.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011042635.1.fna
GCA_002898675.1	GCA_003695605.1	0.85-0.9	p__Bacteroidota	0.8992	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002898675.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003695605.1.fna
GCA_905181835.1	GCA_004213605.1	0.85-0.9	p__Bacteroidota	0.8665	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_905181835.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_004213605.1.fna
GCF_003860135.1	GCF_001006485.1	0.85-0.9	p__Bacteroidota	0.8813	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003860135.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001006485.1.fna
GCA_016716225.1	GCA_016708125.1	0.85-0.9	p__Bacteroidota	0.8861	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016716225.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016708125.1.fna
GCA_017534705.1	GCA_017509605.1	0.85-0.9	p__Bacteroidota	0.8657	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017534705.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017509605.1.fna
GCA_018674025.1	GCA_004213995.1	0.85-0.9	p__Bacteroidota	0.8980	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018674025.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_004213995.1.fna
GCF_014518315.1	GCA_002409405.1	0.85-0.9	p__Bacteroidota	0.8575	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_014518315.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002409405.1.fna
GCA_019117165.1	GCF_000519105.1	0.85-0.9	p__Bacteroidota	0.8961	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_019117165.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000519105.1.fna
GCF_008271695.1	GCF_017916365.1	0.85-0.9	p__Bacteroidota	0.8787	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_008271695.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_017916365.1.fna
GCF_004785645.1	GCF_013116755.1	0.85-0.9	p__Bacteroidota	0.8599	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004785645.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_013116755.1.fna
GCA_007129985.1	GCA_007695365.1	0.85-0.9	p__Bacteroidota	0.8650	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007129985.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007695365.1.fna
GCA_002711995.1	GCA_002718735.1	0.85-0.9	p__Bdellovibrionota	0.8507	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002711995.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002718735.1.fna
GCA_016791465.1	GCA_016713885.1	0.85-0.9	p__Bdellovibrionota	0.8827	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016791465.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016713885.1.fna
GCA_016714165.1	GCA_016716765.1	0.85-0.9	p__Bdellovibrionota	0.8879	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016714165.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016716765.1.fna
GCA_003552425.1	GCA_003551325.1	0.85-0.9	p__Bipolaricaulota	0.8622	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003552425.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003551325.1.fna
GCA_008933615.1	GCA_016787925.1	0.85-0.9	p__CLD3	0.8872	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_008933615.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016787925.1.fna
GCA_013824685.1	GCF_003570935.1	0.85-0.9	p__Caldisericota	0.8683	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013824685.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003570935.1.fna
GCA_012517765.1	GCA_017992475.1	0.85-0.9	p__Caldisericota	0.8882	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012517765.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017992475.1.fna
GCA_012517765.1	GCA_002070635.1	0.85-0.9	p__Caldisericota	0.8873	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012517765.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002070635.1.fna
GCA_903871855.1	GCF_003570925.1	0.85-0.9	p__Caldisericota	0.8556	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903871855.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003570925.1.fna
GCA_013824685.1	GCF_003570925.1	0.85-0.9	p__Caldisericota	0.8799	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013824685.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003570925.1.fna
GCA_002898315.1	GCA_011364105.1	0.85-0.9	p__Calescibacterota	0.8949	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002898315.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011364105.1.fna
GCF_018861145.1	GCF_009208075.1	0.85-0.9	p__Campylobacterota	0.8719	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_018861145.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_009208075.1.fna
GCF_016629565.1	GCF_000010325.1	0.85-0.9	p__Campylobacterota	0.8879	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_016629565.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000010325.1.fna
GCF_002139915.1	GCF_002139875.1	0.85-0.9	p__Campylobacterota	0.8925	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002139915.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002139875.1.fna
GCA_017502485.1	GCF_008693005.1	0.85-0.9	p__Campylobacterota	0.8892	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017502485.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_008693005.1.fna
GCA_016744805.1	GCA_016744315.1	0.85-0.9	p__Campylobacterota	0.8904	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016744805.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016744315.1.fna
GCF_001602095.1	GCF_003364115.1	0.85-0.9	p__Campylobacterota	0.8875	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001602095.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003364115.1.fna
GCA_014799985.1	GCA_910578285.1	0.85-0.9	p__Campylobacterota	0.8518	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014799985.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_910578285.1.fna
GCA_018816105.1	GCF_013177675.1	0.85-0.9	p__Campylobacterota	0.8809	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018816105.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_013177675.1.fna
GCF_003544855.1	GCF_002837275.1	0.85-0.9	p__Campylobacterota	0.8824	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003544855.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002837275.1.fna
GCF_013372105.1	GCF_004357905.1	0.85-0.9	p__Campylobacterota	0.8935	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_013372105.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004357905.1.fna
GCF_900197855.1	GCF_000200595.1	0.85-0.9	p__Campylobacterota	0.8779	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900197855.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000200595.1.fna
GCF_000024885.1	GCA_009930355.1	0.85-0.9	p__Campylobacterota	0.8744	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000024885.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009930355.1.fna
GCF_001457695.1	GCF_000254135.1	0.85-0.9	p__Campylobacterota	0.8689	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001457695.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000254135.1.fna
GCF_013201725.1	GCF_013177635.1	0.85-0.9	p__Campylobacterota	0.8591	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_013201725.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_013177635.1.fna
GCF_016937535.1	GCA_014859645.1	0.85-0.9	p__Campylobacterota	0.8645	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_016937535.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014859645.1.fna
GCF_018642185.1	GCF_901000775.1	0.85-0.9	p__Chlamydiota	0.8953	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_018642185.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_901000775.1.fna
GCF_018642185.1	GCA_003176115.1	0.85-0.9	p__Chlamydiota	0.8802	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_018642185.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003176115.1.fna
GCF_015356815.1	GCF_901000775.1	0.85-0.9	p__Chlamydiota	0.8730	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_015356815.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_901000775.1.fna
GCA_011064875.1	GCA_011064905.1	0.85-0.9	p__Chlamydiota	0.8852	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011064875.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011064905.1.fna
GCF_015356815.1	GCF_018642185.1	0.85-0.9	p__Chlamydiota	0.8991	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_015356815.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_018642185.1.fna
GCA_002696685.1	GCA_009391195.1	0.85-0.9	p__Chloroflexota	0.8755	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002696685.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009391195.1.fna
GCA_017998555.1	GCA_016714465.1	0.85-0.9	p__Chloroflexota	0.8818	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017998555.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016714465.1.fna
GCA_011523785.1	GCA_009839425.1	0.85-0.9	p__Chloroflexota	0.8858	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011523785.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009839425.1.fna
GCA_009692725.1	GCA_016875695.1	0.85-0.9	p__Chloroflexota	0.8568	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009692725.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016875695.1.fna
GCA_009838625.1	GCA_009840225.1	0.85-0.9	p__Chloroflexota	0.8567	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009838625.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009840225.1.fna
GCA_005889405.1	GCA_005882255.1	0.85-0.9	p__Chloroflexota	0.8937	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005889405.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005882255.1.fna
GCA_016932435.1	GCA_001796415.1	0.85-0.9	p__Chloroflexota	0.8551	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016932435.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001796415.1.fna
GCA_002238425.1	GCA_009838965.1	0.85-0.9	p__Chloroflexota	0.8871	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002238425.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009838965.1.fna
GCA_002419135.1	GCA_012719115.1	0.85-0.9	p__Chloroflexota	0.8898	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002419135.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012719115.1.fna
GCA_002716645.1	GCA_002724585.1	0.85-0.9	p__Chloroflexota	0.8525	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002716645.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002724585.1.fna
GCA_003142375.1	GCA_002311135.1	0.85-0.9	p__Chloroflexota	0.8551	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003142375.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002311135.1.fna
GCA_005882985.1	GCA_005880075.1	0.85-0.9	p__Chloroflexota	0.8550	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005882985.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005880075.1.fna
GCA_002500485.1	GCA_003228105.1	0.85-0.9	p__Chloroflexota	0.8631	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002500485.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003228105.1.fna
GCA_003599735.1	GCA_016875635.1	0.85-0.9	p__Chloroflexota	0.8639	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003599735.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016875635.1.fna
GCA_903924005.1	GCA_903925955.1	0.85-0.9	p__Chloroflexota	0.8928	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903924005.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903925955.1.fna
GCA_002687335.1	GCA_009392215.1	0.85-0.9	p__Chloroflexota	0.8918	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002687335.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009392215.1.fna
GCA_009838625.1	GCA_011523365.1	0.85-0.9	p__Chloroflexota	0.8520	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009838625.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011523365.1.fna
GCA_002450515.1	GCA_009392515.1	0.85-0.9	p__Chloroflexota	0.8991	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002450515.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009392515.1.fna
GCA_000018565.1	GCF_003205875.1	0.85-0.9	p__Chloroflexota	0.8524	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_000018565.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003205875.1.fna
